idx,rep,status,returncode,profile_json,stdout,samples_csv,init_time_ms,query_duration_ms,prompt_tokens,prompt_processing_rate,ttft_ms,generated_tokens,token_generation_time_ms,token_generation_rate,ssd_acceptance_rate,peak_rss_bytes,peak_pss_bytes,regression_candidate,error
0,0,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep0.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep0.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx0_rep0_process_samples.csv,2616.583,5264.593,1664,1345.89501953125,1236.593,100,4026.554,24.835464477539062,1.9038461446762085,1022156800,1022156800,False,
0,1,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep1.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep1.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx0_rep1_process_samples.csv,2650.511,5264.266,1664,1347.7088623046875,1235.872,100,4027.178,24.831764221191406,1.9038461446762085,1022164992,1022164992,False,
0,2,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep2.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep2.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx0_rep2_process_samples.csv,2636.242,5255.463,1664,1347.7088623046875,1236.019,100,4017.636,24.89048194885254,1.9038461446762085,1022177280,1022177280,False,
0,3,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep3.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep3.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx0_rep3_process_samples.csv,2697.23,5260.535,1664,1344.0860595703125,1238.344,100,4020.884,24.87067222595215,1.9038461446762085,1022177280,1022177280,False,
0,4,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep4.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx0_rep4.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx0_rep4_process_samples.csv,2613.146,5269.655,1664,1345.89501953125,1236.976,100,4031.366,24.805892944335938,1.9038461446762085,1022177280,1022177280,False,
7,0,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep0.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep0.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx7_rep0_process_samples.csv,2651.276,5334.57,1664,1347.7088623046875,1235.845,100,4097.448,24.405719757080078,1.8679245710372925,1022177280,1022177280,False,
7,1,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep1.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep1.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx7_rep1_process_samples.csv,2655.13,5328.777,1664,1344.0860595703125,1238.981,100,4088.0,24.46183967590332,1.8679245710372925,1022173184,1022173184,False,
7,2,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep2.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep2.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx7_rep2_process_samples.csv,2595.415,5287.358,1664,1345.89501953125,1237.565,100,4048.272,24.70233726501465,1.8679245710372925,1022173184,1022173184,False,
7,3,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep3.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep3.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx7_rep3_process_samples.csv,2635.419,5307.0,1664,1349.5277099609375,1234.362,100,4071.38,24.562179565429688,1.8679245710372925,1022177280,1022177280,False,
7,4,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep4.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx7_rep4.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx7_rep4_process_samples.csv,2771.796,5331.409,1664,1349.5277099609375,1234.56,100,4095.092,24.420024871826172,1.8679245710372925,1022173184,1022173184,False,
14,0,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep0.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep0.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx14_rep0_process_samples.csv,2612.88,5440.367,1664,1344.0860595703125,1239.625,100,4198.929,23.81576156616211,1.7999999523162842,1022177280,1022177280,False,
14,1,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep1.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep1.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx14_rep1_process_samples.csv,2729.248,5487.974,1664,1345.89501953125,1237.576,100,4248.655,23.53716468811035,1.7999999523162842,1022173184,1022173184,False,
14,2,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep2.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep2.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx14_rep2_process_samples.csv,2638.676,5451.235,1664,1349.5277099609375,1233.932,100,4215.859,23.720291137695312,1.7999999523162842,1022177280,1022177280,False,
14,3,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep3.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep3.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx14_rep3_process_samples.csv,2640.468,5485.47,1664,1344.0860595703125,1238.084,100,4245.632,23.553796768188477,1.7999999523162842,1022177280,1022177280,False,
14,4,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep4.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx14_rep4.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx14_rep4_process_samples.csv,2645.794,5433.621,1664,1349.5277099609375,1234.114,100,4197.751,23.822568893432617,1.7999999523162842,1022160896,1022160896,False,
19,0,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep0.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep0.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx19_rep0_process_samples.csv,2699.321,5300.002,1664,1347.7088623046875,1235.92,100,4062.31,24.616596221923828,1.8679245710372925,1022177280,1022177280,False,
19,1,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep1.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep1.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx19_rep1_process_samples.csv,2710.608,5304.626,1664,1349.5277099609375,1233.064,100,4070.173,24.569421768188477,1.8679245710372925,1022173184,1022173184,False,
19,2,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep2.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep2.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx19_rep2_process_samples.csv,2642.228,5340.815,1664,1345.89501953125,1237.037,100,4102.5,24.375381469726562,1.8679245710372925,1022173184,1022173184,False,
19,3,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep3.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep3.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx19_rep3_process_samples.csv,2763.543,5335.907,1664,1342.2818603515625,1239.729,100,4094.325,24.4242000579834,1.8679245710372925,1022173184,1022173184,False,
19,4,ok,0,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep4.json,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/runs/run_idx19_rep4.stdout.txt,/mnt/workspace/develop/qwen3vl/profiles/qwen3vl_dual_cdsp_baseline_20260430_093202/samples/run_idx19_rep4_process_samples.csv,2701.732,5290.063,1664,1344.0860595703125,1239.593,100,4048.652,24.69989585876465,1.8679245710372925,1022173184,1022173184,False,
